chrom	start	end	genomeScore	label
chrX	48650225	48650250	14.92	H3K27ac
chrX	48650250	48650275	14	H3K27ac
chrX	48650275	48650300	13.2	H3K27ac
chrX	48650300	48650325	9.32	H3K27ac
chrX	48650325	48650350	6.92	H3K27ac
chrX	48650350	48650375	5.68	H3K27ac
chrX	48650375	48650400	4	H3K27ac
chrX	48650400	48650425	5.56	H3K27ac
chrX	48650425	48650450	6	H3K27ac
chrX	48650450	48650475	6.6	H3K27ac
chrX	48650475	48650500	8	H3K27ac
chrX	48650500	48650525	8.68	H3K27ac
chrX	48650525	48650550	10.16	H3K27ac
chrX	48650550	48650575	9.32	H3K27ac
chrX	48650575	48650600	6.36	H3K27ac
chrX	48650600	48650625	5.12	H3K27ac
chrX	48650625	48650650	8.28	H3K27ac
chrX	48650650	48650675	8.92	H3K27ac
chrX	48650675	48650700	11.56	H3K27ac
chrX	48650700	48650725	11.32	H3K27ac
chrX	48650725	48650750	10.4	H3K27ac
chrX	48650750	48650775	10.32	H3K27ac
chrX	48650775	48650800	12.48	H3K27ac
chrX	48650800	48650825	13.56	H3K27ac
chrX	48650825	48650850	10.52	H3K27ac
chrX	48650850	48650875	9.64	H3K27ac
chrX	48650875	48650900	9.08	H3K27ac
chrX	48650900	48650925	11.76	H3K27ac
chrX	48650925	48650950	13.44	H3K27ac
chrX	48650950	48650975	16.84	H3K27ac
chrX	48650975	48651000	16.36	H3K27ac
chrX	48651000	48651025	17.56	H3K27ac
chrX	48651025	48651075	19.64	H3K27ac
chrX	48651075	48651100	18.12	H3K27ac
chrX	48651100	48651125	16	H3K27ac
chrX	48651125	48651150	14.16	H3K27ac
chrX	48651150	48651175	12.2	H3K27ac
chrX	48651175	48651200	11.84	H3K27ac
chrX	48651200	48651225	9.56	H3K27ac
chrX	48651225	48651250	6.32	H3K27ac
chrX	48651250	48651275	9.56	H3K27ac
chrX	48651275	48651300	9	H3K27ac
chrX	48651300	48651325	8.36	H3K27ac
chrX	48651325	48651350	6.8	H3K27ac
chrX	48651350	48651375	5.28	H3K27ac
chrX	48651375	48651400	5	H3K27ac
chrX	48651400	48651425	6.12	H3K27ac
chrX	48651425	48651450	5.92	H3K27ac
chrX	48651450	48651475	5.28	H3K27ac
chrX	48651475	48651500	6.96	H3K27ac
chrX	48651500	48651525	8.24	H3K27ac
chrX	48651525	48651550	9.92	H3K27ac
chrX	48651550	48651575	10.92	H3K27ac
chrX	48651575	48651600	14.04	H3K27ac
chrX	48651600	48651625	14.48	H3K27ac
chrX	48651625	48651650	13.88	H3K27ac
chrX	48651650	48651675	14.52	H3K27ac
chrX	48651675	48651700	13.72	H3K27ac
chrX	48651700	48651725	11.8	H3K27ac
chrX	48651725	48651750	10.68	H3K27ac
chrX	48651750	48651775	8	H3K27ac
chrX	48651775	48651800	4.72	H3K27ac
chrX	48651800	48651825	4.36	H3K27ac
chrX	48651825	48651850	3.56	H3K27ac
chrX	48651850	48651875	2.72	H3K27ac
chrX	48651875	48651900	4.64	H3K27ac
chrX	48651900	48651925	8	H3K27ac
chrX	48651925	48651950	8.72	H3K27ac
chrX	48651950	48651975	10.48	H3K27ac
chrX	48651975	48652000	12.24	H3K27ac
chrX	48652000	48652025	16.08	H3K27ac
chrX	48652025	48652050	18	H3K27ac
chrX	48652050	48652075	18.92	H3K27ac
chrX	48652075	48652100	19.2	H3K27ac
chrX	48652100	48652125	21.16	H3K27ac
chrX	48652125	48652150	21.48	H3K27ac
chrX	48652150	48652175	21	H3K27ac
chrX	48652175	48652200	19.4	H3K27ac
chrX	48652200	48652225	16.12	H3K27ac
chrX	48652225	48652250	15.8	H3K27ac
chrX	48652250	48652275	15.16	H3K27ac
chrX	48652275	48652300	13.08	H3K27ac
chrX	48652300	48652325	14.72	H3K27ac
chrX	48652325	48652350	14.4	H3K27ac
chrX	48652350	48652375	13	H3K27ac
chrX	48652375	48652400	12.24	H3K27ac
chrX	48652400	48652425	13.12	H3K27ac
chrX	48652425	48652450	14.08	H3K27ac
chrX	48652450	48652475	14.84	H3K27ac
chrX	48652475	48652500	14.2	H3K27ac
chrX	48652500	48652525	16.36	H3K27ac
chrX	48652525	48652550	20.08	H3K27ac
chrX	48652550	48652575	22.8	H3K27ac
chrX	48652575	48652600	27.56	H3K27ac
chrX	48652600	48652625	30.04	H3K27ac
chrX	48652625	48652650	28.28	H3K27ac
chrX	48652650	48652675	28.8	H3K27ac
chrX	48652675	48652700	27.76	H3K27ac
chrX	48652700	48652725	32.12	H3K27ac
chrX	48652725	48652750	38.52	H3K27ac
chrX	48652750	48652775	40.28	H3K27ac
chrX	48652775	48652800	42.64	H3K27ac
chrX	48652800	48652825	45.72	H3K27ac
chrX	48652825	48652850	50.48	H3K27ac
chrX	48652850	48652875	52.24	H3K27ac
chrX	48652875	48652900	49.56	H3K27ac
chrX	48652900	48652925	44.68	H3K27ac
chrX	48652925	48652950	46.2	H3K27ac
chrX	48652950	48652975	44	H3K27ac
chrX	48652975	48653000	41.76	H3K27ac
chrX	48653000	48653025	40.92	H3K27ac
chrX	48653025	48653050	49.08	H3K27ac
chrX	48653050	48653075	62.08	H3K27ac
chrX	48653075	48653100	77.36	H3K27ac
chrX	48653100	48653125	104.88	H3K27ac
chrX	48653125	48653150	116.8	H3K27ac
chrX	48653150	48653175	137.64	H3K27ac
chrX	48653175	48653200	145.64	H3K27ac
chrX	48653200	48653225	152	H3K27ac
chrX	48653225	48653250	155.08	H3K27ac
chrX	48653250	48653275	154.56	H3K27ac
chrX	48653275	48653300	137.76	H3K27ac
chrX	48653300	48653325	121.96	H3K27ac
chrX	48653325	48653350	105.44	H3K27ac
chrX	48653350	48653375	91.68	H3K27ac
chrX	48653375	48653400	84.72	H3K27ac
chrX	48653400	48653425	71.6	H3K27ac
chrX	48653425	48653450	59.2	H3K27ac
chrX	48653450	48653475	47.04	H3K27ac
chrX	48653475	48653500	36.64	H3K27ac
chrX	48653500	48653525	35.76	H3K27ac
chrX	48653525	48653550	33.92	H3K27ac
chrX	48653550	48653575	40.04	H3K27ac
chrX	48653575	48653600	43.72	H3K27ac
chrX	48653600	48653625	46	H3K27ac
chrX	48653625	48653650	45.52	H3K27ac
chrX	48653650	48653675	49.32	H3K27ac
chrX	48653675	48653700	50.76	H3K27ac
chrX	48653700	48653725	48.88	H3K27ac
chrX	48653725	48653750	44.64	H3K27ac
chrX	48653750	48653775	38.24	H3K27ac
chrX	48653775	48653800	31.28	H3K27ac
chrX	48653800	48653825	34.16	H3K27ac
chrX	48653825	48653850	35	H3K27ac
chrX	48653850	48653875	36.16	H3K27ac
chrX	48653875	48653900	35.48	H3K27ac
chrX	48653900	48653925	31.72	H3K27ac
chrX	48653925	48653950	29.76	H3K27ac
chrX	48653950	48653975	31.88	H3K27ac
chrX	48653975	48654000	30.28	H3K27ac
chrX	48654000	48654025	29.44	H3K27ac
chrX	48654025	48654050	29.68	H3K27ac
chrX	48654050	48654075	23.04	H3K27ac
chrX	48654075	48654100	22	H3K27ac
chrX	48654100	48654125	23.2	H3K27ac
chrX	48654125	48654150	21.16	H3K27ac
chrX	48654150	48654175	20.2	H3K27ac
chrX	48654175	48654200	17.4	H3K27ac
chrX	48654200	48654225	13.16	H3K27ac
chrX	48654225	48654250	12.08	H3K27ac
chrX	48654250	48654275	14.68	H3K27ac
chrX	48654275	48654300	16.12	H3K27ac
chrX	48654300	48654325	15.28	H3K27ac
chrX	48654325	48654350	15.6	H3K27ac
chrX	48654350	48654375	15.32	H3K27ac
chrX	48654375	48654400	12.28	H3K27ac
chrX	48654400	48654425	13.52	H3K27ac
chrX	48654425	48654450	11.92	H3K27ac
chrX	48654450	48654475	10.92	H3K27ac
chrX	48654475	48654500	9.24	H3K27ac
chrX	48654500	48654525	9.28	H3K27ac
chrX	48654525	48654550	8	H3K27ac
chrX	48654550	48654575	9.92	H3K27ac
chrX	48654575	48654600	11.8	H3K27ac
chrX	48654600	48654625	13.04	H3K27ac
chrX	48654625	48654650	12.72	H3K27ac
chrX	48654650	48654675	11	H3K27ac
chrX	48654675	48654700	10.28	H3K27ac
chrX	48654700	48654725	8.28	H3K27ac
chrX	48654725	48654750	7.2	H3K27ac
chrX	48654750	48654775	7.48	H3K27ac
chrX	48654775	48654800	5.24	H3K27ac
chrX	48654800	48654825	5.6	H3K27ac
chrX	48654825	48654850	5	H3K27ac
chrX	48654850	48654875	6.92	H3K27ac
chrX	48654875	48654900	8	H3K27ac
chrX	48654900	48654925	8.48	H3K27ac
chrX	48654925	48654950	8.88	H3K27ac
chrX	48654950	48654975	8.12	H3K27ac
chrX	48654975	48655000	9	H3K27ac
chrX	48655000	48655025	10	H3K27ac
chrX	48655025	48655050	10.28	H3K27ac
chrX	48655050	48655075	9.12	H3K27ac
chrX	48655075	48655100	10	H3K27ac
chrX	48655100	48655125	9.08	H3K27ac
chrX	48655125	48655150	8.48	H3K27ac
chrX	48655150	48655175	5.64	H3K27ac
chrX	48655175	48655200	4.36	H3K27ac
chrX	48655200	48655225	5.48	H3K27ac
chrX	48655225	48655250	6.44	H3K27ac
chrX	48655250	48655300	6	H3K27ac
chrX	48655300	48655325	6.44	H3K27ac
chrX	48655325	48655375	7	H3K27ac
chrX	48655375	48655400	6.48	H3K27ac
chrX	48655400	48655425	4.88	H3K27ac
chrX	48655425	48655450	4.64	H3K27ac
chrX	48655450	48655500	4	H3K27ac
chrX	48655500	48655525	3.16	H3K27ac
chrX	48655525	48655550	4	H3K27ac
chrX	48655550	48655575	3.76	H3K27ac
chrX	48655575	48655600	3	H3K27ac
chrX	48655600	48655625	1.92	H3K27ac
chrX	48655625	48655675	1	H3K27ac
chrX	48655675	48655700	1.48	H3K27ac
chrX	48655700	48655725	1.68	H3K27ac
chrX	48655725	48655750	3.6	H3K27ac
chrX	48655750	48655775	4	H3K27ac
chrX	48655775	48655800	4.28	H3K27ac
chrX	48655800	48655825	6.32	H3K27ac
chrX	48655825	48655850	9.28	H3K27ac
chrX	48655850	48655875	11.92	H3K27ac
chrX	48655875	48655900	13.12	H3K27ac
chrX	48655900	48655925	14.76	H3K27ac
chrX	48655925	48655950	13	H3K27ac
chrX	48655950	48655975	14.08	H3K27ac
chrX	48655975	48656000	14.44	H3K27ac
chrX	48656000	48656025	14	H3K27ac
chrX	48656025	48656050	13.12	H3K27ac
chrX	48656050	48656075	14.48	H3K27ac
chrX	48656075	48656100	13.28	H3K27ac
chrX	48656100	48656125	12.4	H3K27ac
chrX	48656125	48656150	14.84	H3K27ac
chrX	48656150	48656175	16.28	H3K27ac
chrX	48656175	48656200	18.16	H3K27ac
chrX	48656200	48656225	19.6	H3K27ac
chrX	48656225	48656250	17.96	H3K27ac
chrX	48656250	48656275	16.24	H3K27ac
chrX	48656275	48656300	16	H3K27ac
chrX	48656300	48656325	15.52	H3K27ac
chrX	48656325	48656350	15.08	H3K27ac
chrX	48656350	48656375	15.44	H3K27ac
chrX	48656375	48656400	13.04	H3K27ac
chrX	48656400	48656425	10.44	H3K27ac
chrX	48656425	48656450	9.16	H3K27ac
chrX	48656450	48656475	8.2	H3K27ac
chrX	48656475	48656500	8	H3K27ac
chrX	48656500	48656525	6.04	H3K27ac
chrX	48656525	48656550	2.96	H3K27ac
chrX	48656600	48656625	0.72	H3K27ac
chrX	48656625	48656650	1	H3K27ac
chrX	48656650	48656675	2.16	H3K27ac
chrX	48656675	48656700	4.52	H3K27ac
chrX	48656700	48656725	6.52	H3K27ac
chrX	48656725	48656750	7.36	H3K27ac
chrX	48656750	48656775	11.2	H3K27ac
chrX	48656775	48656800	15.2	H3K27ac
chrX	48656800	48656825	18	H3K27ac
chrX	48656825	48656850	23.04	H3K27ac
chrX	48656850	48656875	24.32	H3K27ac
chrX	48656875	48656900	23.16	H3K27ac
chrX	48656900	48656925	22.72	H3K27ac
chrX	48656925	48656950	22.76	H3K27ac
chrX	48656950	48656975	19.96	H3K27ac
chrX	48656975	48657000	21.76	H3K27ac
chrX	48657000	48657025	17.8	H3K27ac
chrX	48657025	48657050	16.44	H3K27ac
chrX	48657050	48657075	14.52	H3K27ac
chrX	48657075	48657100	13.96	H3K27ac
chrX	48657100	48657125	12.56	H3K27ac
chrX	48657125	48657150	13.32	H3K27ac
chrX	48657150	48657175	9	H3K27ac
chrX	48657175	48657200	6	H3K27ac
chrX	48657200	48657225	5.16	H3K27ac
chrX	48657225	48657300	2	H3K27ac
chrX	48657300	48657325	1.04	H3K27ac
chrX	48657575	48657600	2.12	H3K27ac
chrX	48657600	48657625	3	H3K27ac
chrX	48657625	48657650	5.36	H3K27ac
chrX	48657650	48657675	6.88	H3K27ac
chrX	48657675	48657700	7.64	H3K27ac
chrX	48657700	48657725	8	H3K27ac
chrX	48657725	48657750	9.8	H3K27ac
chrX	48657750	48657775	13.8	H3K27ac
chrX	48657775	48657800	14.88	H3K27ac
chrX	48657800	48657825	17.36	H3K27ac
chrX	48657825	48657850	19.12	H3K27ac
chrX	48657850	48657875	21.64	H3K27ac
chrX	48657875	48657900	23.2	H3K27ac
chrX	48657900	48657925	25.08	H3K27ac
chrX	48657925	48657950	22.56	H3K27ac
chrX	48657950	48657975	20.64	H3K27ac
chrX	48657975	48658000	20.12	H3K27ac
chrX	48658000	48658025	16.96	H3K27ac
chrX	48658025	48658050	13.96	H3K27ac
chrX	48658050	48658075	14.08	H3K27ac
chrX	48658075	48658100	11.48	H3K27ac
chrX	48658100	48658125	11.12	H3K27ac
chrX	48658125	48658150	19.32	H3K27ac
chrX	48658150	48658175	20.68	H3K27ac
chrX	48658175	48658200	22	H3K27ac
chrX	48658200	48658225	26.88	H3K27ac
chrX	48658225	48658250	28.84	H3K27ac
chrX	48658250	48658275	29.6	H3K27ac
chrX	48658275	48658300	34.64	H3K27ac
chrX	48658300	48658325	35.88	H3K27ac
chrX	48658325	48658350	39.36	H3K27ac
chrX	48658350	48658375	42.84	H3K27ac
chrX	48658375	48658400	46.92	H3K27ac
chrX	48658400	48658425	56.76	H3K27ac
chrX	48658425	48658450	64.44	H3K27ac
chrX	48658450	48658475	67.84	H3K27ac
chrX	48658475	48658500	69.4	H3K27ac
chrX	48658500	48658525	75.16	H3K27ac
chrX	48658525	48658550	76.24	H3K27ac
chrX	48658550	48658575	76.6	H3K27ac
chrX	48658575	48658600	73.24	H3K27ac
chrX	48658600	48658625	71.6	H3K27ac
chrX	48658625	48658650	72.48	H3K27ac
chrX	48658650	48658675	75.8	H3K27ac
chrX	48658675	48658700	74.2	H3K27ac
chrX	48658700	48658725	63.32	H3K27ac
chrX	48658725	48658750	69.76	H3K27ac
chrX	48658750	48658775	71.44	H3K27ac
chrX	48658775	48658800	70.88	H3K27ac
chrX	48658800	48658825	66.6	H3K27ac
chrX	48658825	48658850	60.8	H3K27ac
chrX	48658850	48658875	62	H3K27ac
chrX	48658875	48658900	58.52	H3K27ac
chrX	48658900	48658925	57.48	H3K27ac
chrX	48658925	48658950	53.28	H3K27ac
chrX	48658950	48658975	47.96	H3K27ac
chrX	48658975	48659000	38.44	H3K27ac
chrX	48659000	48659025	35.64	H3K27ac
chrX	48659025	48659050	31.24	H3K27ac
chrX	48659050	48659075	26.48	H3K27ac
chrX	48659075	48659100	27.68	H3K27ac
chrX	48659100	48659125	20.36	H3K27ac
chrX	48659125	48659150	20.16	H3K27ac
chrX	48659150	48659175	26.84	H3K27ac
chrX	48659175	48659200	32.76	H3K27ac
chrX	48659200	48659225	53.96	H3K27ac
chrX	48659225	48659250	74.72	H3K27ac
chrX	48659250	48659275	107.44	H3K27ac
chrX	48659275	48659300	162.4	H3K27ac
chrX	48659300	48659325	211.92	H3K27ac
chrX	48659325	48659350	270.84	H3K27ac
chrX	48659350	48659375	327.2	H3K27ac
chrX	48659375	48659400	374.56	H3K27ac
chrX	48659400	48659425	419.36	H3K27ac
chrX	48659425	48659450	475.6	H3K27ac
chrX	48659450	48659475	492.28	H3K27ac
chrX	48659475	48659500	508.16	H3K27ac
chrX	48659500	48659525	498.96	H3K27ac
chrX	48659525	48659550	497.2	H3K27ac
chrX	48659550	48659575	492	H3K27ac
chrX	48659575	48659600	479.88	H3K27ac
chrX	48659600	48659625	441.76	H3K27ac
chrX	48659625	48659650	390.36	H3K27ac
chrX	48659650	48659675	339.76	H3K27ac
chrX	48659675	48659700	295.44	H3K27ac
chrX	48659700	48659725	258.92	H3K27ac
chrX	48659725	48659750	201.28	H3K27ac
chrX	48659750	48659775	170.36	H3K27ac
chrX	48659775	48659800	153.48	H3K27ac
chrX	48659800	48659825	155.16	H3K27ac
chrX	48659825	48659850	176.28	H3K27ac
chrX	48659850	48659875	196.88	H3K27ac
chrX	48659875	48659900	205.6	H3K27ac
chrX	48659900	48659925	213.24	H3K27ac
chrX	48659925	48659950	212.44	H3K27ac
chrX	48659950	48659975	197.12	H3K27ac
chrX	48659975	48660000	172.28	H3K27ac
chrX	48660000	48660025	135.6	H3K27ac
chrX	48660025	48660050	94.56	H3K27ac
chrX	48660050	48660075	60.92	H3K27ac
chrX	48660075	48660100	42.52	H3K27ac
chrX	48660100	48660125	25.48	H3K27ac
chrX	48660125	48660150	16.24	H3K27ac
chrX	48660150	48660175	9.48	H3K27ac
chrX	48660175	48660200	6.6	H3K27ac
chrX	48660200	48660225	4.16	H3K27ac
chrX	48660225	48660250	3.56	H3K27ac
chrX	48660250	48660275	3.44	H3K27ac
chrX	48660275	48660300	2	H3K27ac
chrX	48660300	48660325	1.52	H3K27ac
chrX	48660325	48660375	1	H3K27ac
chrX	48660375	48660400	1.04	H3K27ac
chrX	48660400	48660425	3.56	H3K27ac
chrX	48660425	48660450	8	H3K27ac
chrX	48660450	48660475	12.64	H3K27ac
chrX	48660475	48660500	20.16	H3K27ac
chrX	48660500	48660525	32.08	H3K27ac
chrX	48660525	48660550	51.68	H3K27ac
chrX	48660550	48660575	69.6	H3K27ac
chrX	48660575	48660600	90.84	H3K27ac
chrX	48660600	48660625	115.2	H3K27ac
chrX	48660625	48660650	158.28	H3K27ac
chrX	48660650	48660675	195.48	H3K27ac
chrX	48660675	48660700	212	H3K27ac
chrX	48660700	48660725	214.24	H3K27ac
chrX	48660725	48660750	209.96	H3K27ac
chrX	48660750	48660775	200.16	H3K27ac
chrX	48660775	48660800	184.56	H3K27ac
chrX	48660800	48660825	144.88	H3K27ac
chrX	48660825	48660850	97.96	H3K27ac
chrX	48660850	48660875	66.32	H3K27ac
chrX	48660875	48660900	51.96	H3K27ac
chrX	48660900	48660925	36.88	H3K27ac
chrX	48660925	48660950	29.96	H3K27ac
chrX	48660950	48660975	25.56	H3K27ac
chrX	48660975	48661000	29.08	H3K27ac
chrX	48661000	48661025	30.72	H3K27ac
chrX	48661025	48661050	32.28	H3K27ac
chrX	48661050	48661075	28	H3K27ac
chrX	48661075	48661100	26	H3K27ac
chrX	48661100	48661125	32.32	H3K27ac
chrX	48661125	48661150	31.96	H3K27ac
chrX	48661150	48661175	31.84	H3K27ac
chrX	48661175	48661200	33.04	H3K27ac
chrX	48661200	48661225	33.2	H3K27ac
chrX	48661225	48661250	35.6	H3K27ac
chrX	48661250	48661275	39.6	H3K27ac
chrX	48661275	48661300	39.48	H3K27ac
chrX	48661300	48661325	34.96	H3K27ac
chrX	48661325	48661350	36.28	H3K27ac
chrX	48661350	48661375	34.04	H3K27ac
chrX	48661375	48661400	27.64	H3K27ac
chrX	48661400	48661425	27.04	H3K27ac
chrX	48661425	48661450	25.96	H3K27ac
chrX	48661450	48661475	21.4	H3K27ac
chrX	48661475	48661500	20.4	H3K27ac
chrX	48661500	48661525	18.68	H3K27ac
chrX	48661525	48661550	14.32	H3K27ac
chrX	48661550	48661575	14.52	H3K27ac
chrX	48661575	48661600	16.8	H3K27ac
chrX	48661600	48661625	18.76	H3K27ac
chrX	48661625	48661650	17.12	H3K27ac
chrX	48661650	48661675	16.88	H3K27ac
chrX	48661675	48661700	18.56	H3K27ac
chrX	48661700	48661725	19.72	H3K27ac
chrX	48661725	48661750	19	H3K27ac
chrX	48661750	48661775	17.96	H3K27ac
chrX	48661775	48661800	13.64	H3K27ac
chrX	48661800	48661825	10.88	H3K27ac
chrX	48661825	48661850	11.32	H3K27ac
chrX	48661850	48661875	8.76	H3K27ac
chrX	48661875	48661900	5.96	H3K27ac
chrX	48661900	48662000	4	H3K27ac
chrX	48662000	48662025	3.04	H3K27ac
chrX	48662025	48662050	1.56	H3K27ac
chrX	48662175	48662200	1.12	H3K27ac
chrX	48662200	48662325	4	H3K27ac
chrX	48662325	48662350	4.8	H3K27ac
chrX	48662350	48662375	5	H3K27ac
chrX	48662375	48662400	2.12	H3K27ac
chrX	48662400	48662500	1	H3K27ac
chrX	48662500	48662525	0.76	H3K27ac
chrX	48662650	48662675	0.4	H3K27ac
chrX	48662675	48662775	1	H3K27ac
chrX	48662775	48662800	1.8	H3K27ac
chrX	48662800	48662850	2	H3K27ac
chrX	48662850	48662875	1.24	H3K27ac
chrX	48662875	48662950	2	H3K27ac
chrX	48662950	48662975	1.92	H3K27ac
chrX	48662975	48663000	2	H3K27ac
chrX	48663000	48663050	4	H3K27ac
chrX	48663050	48663075	3.48	H3K27ac
chrX	48663075	48663150	3	H3K27ac
chrX	48663150	48663175	3.24	H3K27ac
chrX	48663175	48663200	3	H3K27ac
chrX	48663200	48663225	2	H3K27ac
chrX	48663225	48663250	2.24	H3K27ac
chrX	48663250	48663325	3	H3K27ac
chrX	48663325	48663350	2.72	H3K27ac
chrX	48663350	48663375	1.68	H3K27ac
chrX	48663375	48663425	1	H3K27ac
chrX	48663425	48663450	0.32	H3K27ac
chrX	48663600	48663625	0.96	H3K27ac
chrX	48663625	48663650	2.4	H3K27ac
chrX	48663650	48663775	3	H3K27ac
chrX	48663775	48663800	2.6	H3K27ac
chrX	48663800	48663825	2.04	H3K27ac
chrX	48663825	48663850	2.36	H3K27ac
chrX	48663850	48663900	3	H3K27ac
chrX	48663900	48663925	3.68	H3K27ac
chrX	48663925	48664000	4	H3K27ac
chrX	48664000	48664025	2.96	H3K27ac
chrX	48664025	48664050	1.04	H3K27ac
chrX	48664050	48664075	1	H3K27ac
chrX	48664075	48664100	1.32	H3K27ac
chrX	48664100	48664275	1	H3K27ac
chrX	48664275	48664300	0.12	H3K27ac
chrX	48664375	48664400	0.92	H3K27ac
chrX	48664400	48664425	1	H3K27ac
chrX	48664425	48664450	2	H3K27ac
chrX	48664450	48664475	4.2	H3K27ac
chrX	48664475	48664550	5	H3K27ac
chrX	48664550	48664575	4.64	H3K27ac
chrX	48664575	48664600	4.56	H3K27ac
chrX	48664600	48664625	4.64	H3K27ac
chrX	48664625	48664650	3.4	H3K27ac
chrX	48664650	48664675	1.32	H3K27ac
chrX	48664675	48664775	2	H3K27ac
chrX	48664775	48664850	1	H3K27ac
chrX	48664850	48664875	0.64	H3K27ac
chrX	48664875	48664925	1	H3K27ac
chrX	48664925	48664950	1.2	H3K27ac
chrX	48664950	48664975	2	H3K27ac
chrX	48664975	48665000	2.12	H3K27ac
chrX	48665000	48665050	3	H3K27ac
chrX	48665050	48665075	2.16	H3K27ac
chrX	48665075	48665125	2	H3K27ac
chrX	48665125	48665150	1.36	H3K27ac
chrX	48665150	48665175	1	H3K27ac
chrX	48665175	48665200	0.44	H3K27ac
chrX	48665325	48665350	0.52	H3K27ac
chrX	48665350	48665375	1	H3K27ac
chrX	48665375	48665400	1.04	H3K27ac
chrX	48665400	48665425	2.88	H3K27ac
chrX	48665425	48665525	3	H3K27ac
chrX	48665525	48665550	2.04	H3K27ac
chrX	48665550	48665575	2.72	H3K27ac
chrX	48665575	48665600	2.2	H3K27ac
chrX	48665600	48665725	1	H3K27ac
chrX	48665725	48665750	0.84	H3K27ac
chrX	48666400	48666425	0.76	H3K27ac
chrX	48666425	48666575	1	H3K27ac
chrX	48666575	48666600	0.8	H3K27ac
chrX	48666650	48666675	0.84	H3K27ac
chrX	48666675	48666725	1	H3K27ac
chrX	48666725	48666750	1.52	H3K27ac
chrX	48666750	48666775	2	H3K27ac
chrX	48666775	48666800	2.68	H3K27ac
chrX	48666800	48666825	5	H3K27ac
chrX	48666825	48666850	4.72	H3K27ac
chrX	48666850	48666925	4	H3K27ac
chrX	48666925	48666950	3.04	H3K27ac
chrX	48666950	48666975	3	H3K27ac
chrX	48666975	48667000	1	H3K27ac
chrX	48667100	48667125	0.16	H3K27ac
chrX	48667125	48667300	1	H3K27ac
chrX	48667300	48667325	0.6	H3K27ac
chrX	48667325	48667350	1.4	H3K27ac
chrX	48667350	48667425	2	H3K27ac
chrX	48667425	48667450	3.68	H3K27ac
chrX	48667450	48667500	6	H3K27ac
chrX	48667500	48667525	5.36	H3K27ac
chrX	48667525	48667550	4.16	H3K27ac
chrX	48667550	48667575	8.8	H3K27ac
chrX	48667575	48667600	9	H3K27ac
chrX	48667600	48667625	8.76	H3K27ac
chrX	48667625	48667650	5.8	H3K27ac
chrX	48667650	48667725	5	H3K27ac
chrX	48667725	48667750	3	H3K27ac
chrX	48667950	48667975	0.04	H3K27ac
chrX	48667975	48668150	1	H3K27ac
chrX	48668150	48668175	0.52	H3K27ac
chrX	48668575	48668600	0.84	H3K27ac
chrX	48668600	48668625	1	H3K27ac
chrX	48668625	48668650	1.76	H3K27ac
chrX	48668650	48668675	2.48	H3K27ac
chrX	48668675	48668750	3	H3K27ac
chrX	48668750	48668775	2.72	H3K27ac
chrX	48668775	48668800	2	H3K27ac
chrX	48668800	48668825	1.8	H3K27ac
chrX	48668825	48668850	1	H3K27ac
chrX	48668850	48668875	0.08	H3K27ac
chrX	48669075	48669100	0.88	H3K27ac
chrX	48669100	48669250	1	H3K27ac
chrX	48669250	48669275	0.68	H3K27ac
chrX	48669350	48669375	0.32	H3K27ac
chrX	48669375	48669550	1	H3K27ac
chrX	48669550	48669575	0.24	H3K27ac
chrX	48669600	48669625	0.4	H3K27ac
chrX	48669625	48669800	1	H3K27ac
chrX	48669800	48669825	0.56	H3K27ac
chrX	48669825	48669925	1	H3K27ac
chrX	48669925	48669950	1.56	H3K27ac
chrX	48669950	48669975	2.32	H3K27ac
chrX	48669975	48670000	3	H3K27ac
chrX	48670000	48670025	2.16	H3K27ac
chrX	48670025	48670050	2.56	H3K27ac
chrX	48670050	48670125	3	H3K27ac
chrX	48670125	48670150	2	H3K27ac
chrX	48670150	48670175	1.24	H3K27ac
chrX	48670175	48670225	1	H3K27ac
chrX	48670300	48670325	0.52	H3K27ac
chrX	48670325	48670425	1	H3K27ac
chrX	48670425	48670450	4	H3K27ac
chrX	48670450	48670500	6	H3K27ac
chrX	48670500	48670525	5.04	H3K27ac
chrX	48670525	48670550	5.32	H3K27ac
chrX	48670550	48670600	6	H3K27ac
chrX	48670600	48670625	6.08	H3K27ac
chrX	48670625	48670675	2	H3K27ac
chrX	48670675	48670700	2.76	H3K27ac
chrX	48670700	48670725	4	H3K27ac
chrX	48670725	48670750	3.24	H3K27ac
chrX	48670750	48670775	3.4	H3K27ac
chrX	48670775	48670800	5.84	H3K27ac
chrX	48670800	48670825	7.28	H3K27ac
chrX	48670825	48670850	7	H3K27ac
chrX	48670850	48670875	7.56	H3K27ac
chrX	48670875	48670900	7.28	H3K27ac
chrX	48670900	48670950	7	H3K27ac
chrX	48670950	48670975	6	H3K27ac
chrX	48670975	48671000	2.76	H3K27ac
chrX	48671000	48671025	3.28	H3K27ac
chrX	48671025	48671050	3.84	H3K27ac
chrX	48671050	48671075	2.8	H3K27ac
chrX	48671075	48671100	2	H3K27ac
chrX	48671100	48671125	3.08	H3K27ac
chrX	48671125	48671150	4	H3K27ac
chrX	48671150	48671175	4.28	H3K27ac
chrX	48671175	48671200	4.36	H3K27ac
chrX	48671200	48671225	3.28	H3K27ac
chrX	48671225	48671275	3	H3K27ac
chrX	48671275	48671300	2.96	H3K27ac
